sku,str,sales,regn,chnl,cntry,item,item_type,subclss,clss,dept,dvsn,cmpy
bd96,S018,97981,georgia,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S019,99762,georgia,outlets,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S020,104110,georgia,stores,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S021,97693,florida,warehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S022,102127,florida,web,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S023,99995,florida,wholesale,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S024,102698,florida,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S025,99425,florida,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S026,103109,florida,outlets,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S027,105781,florida,stores,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S028,100358,florida,warehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S029,102254,florida,web,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S030,96942,florida,wholesale,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S031,96951,florida,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S032,101736,florida,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S033,111209,florida,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S034,100494,florida,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S035,99442,florida,outlets,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S036,101752,florida,stores,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S037,103601,florida,warehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S038,104518,florida,web,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S039,103080,florida,wholesale,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S040,99846,florida,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S041,111189,california,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S042,106537,california,outlets,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S043,99588,california,stores,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S044,109394,california,warehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S045,106248,california,web,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S046,101007,california,wholesale,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S047,104171,california,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S048,104135,california,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S049,102202,california,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S050,109632,california,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S051,100804,california,outlets,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S052,103520,california,stores,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S053,106081,california,warehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S054,98425,california,web,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S055,105167,california,wholesale,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S056,98644,california,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S057,102108,california,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S058,95678,california,outlets,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S059,100675,california,stores,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S060,100390,california,warehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S061,99220,minnesota,web,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S062,99603,minnesota,wholesale,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S063,104161,minnesota,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S064,102106,minnesota,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S065,101826,minnesota,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S066,101837,minnesota,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S067,97607,minnesota,outlets,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S068,99752,minnesota,stores,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S069,108125,minnesota,warehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S070,103708,minnesota,web,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S071,105989,minnesota,wholesale,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S072,101502,minnesota,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S073,106219,minnesota,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S074,103219,minnesota,outlets,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S075,105232,minnesota,stores,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S076,107506,minnesota,warehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S077,98173,minnesota,web,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S078,101237,minnesota,wholesale,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S079,96586,minnesota,catalog,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bd96,S080,103760,minnesota,liqwarehouse,US,b5c9,b597,ms2515,m20,csj14,fshon,retailer
bh58,S001,104066,georgia,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S002,103090,georgia,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S003,101122,georgia,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S004,101350,georgia,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S005,100370,georgia,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S006,103910,georgia,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S007,103223,georgia,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S008,101692,georgia,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S009,102815,georgia,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S010,106358,georgia,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S011,99916,georgia,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S012,101496,georgia,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S013,96339,georgia,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S014,106260,georgia,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S015,101534,georgia,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S016,100317,georgia,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S017,98094,georgia,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S018,107515,georgia,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S019,101690,georgia,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S020,101891,georgia,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S021,103769,florida,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S022,103236,florida,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S023,98585,florida,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S024,103509,florida,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S025,105716,florida,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S026,95225,florida,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S027,98236,florida,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S028,105198,florida,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S029,105711,florida,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S030,106057,florida,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S031,108196,florida,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S032,101199,florida,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S033,104933,florida,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S034,108527,florida,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S035,99494,florida,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S036,106571,florida,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S037,99787,florida,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S038,100058,florida,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S039,100412,florida,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S040,103539,florida,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S041,101020,california,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S042,99943,california,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S043,108542,california,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S044,96165,california,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S045,102011,california,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S046,97759,california,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S047,101634,california,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S048,101864,california,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S049,99966,california,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S050,101280,california,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S051,107538,california,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S052,98071,california,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S053,97403,california,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S054,99158,california,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S055,108061,california,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S056,102269,california,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S057,104686,california,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S058,109120,california,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S059,98412,california,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S060,98923,california,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S061,101935,minnesota,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S062,95288,minnesota,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S063,96508,minnesota,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S064,97469,minnesota,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S065,98150,minnesota,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S066,102373,minnesota,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S067,101418,minnesota,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S068,102949,minnesota,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S069,105211,minnesota,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S070,98205,minnesota,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S071,99989,minnesota,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S072,98630,minnesota,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S073,98188,minnesota,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S074,104785,minnesota,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S075,101159,minnesota,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S076,97112,minnesota,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S077,93894,minnesota,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S078,107053,minnesota,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S079,106752,minnesota,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bh58,S080,99782,minnesota,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S001,97366,georgia,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S002,98658,georgia,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S003,109220,georgia,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S004,103857,georgia,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S005,102006,georgia,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S006,101817,georgia,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S007,102400,georgia,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S008,91987,georgia,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S009,96979,georgia,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S010,103855,georgia,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S011,103704,georgia,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S012,99302,georgia,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S013,102200,georgia,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S014,98110,georgia,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S015,98567,georgia,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S016,103958,georgia,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S017,102796,georgia,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S018,98807,georgia,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S019,99606,georgia,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S020,104773,georgia,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S021,101168,florida,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S022,103455,florida,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S023,95838,florida,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S024,102690,florida,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S025,101174,florida,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S026,102018,florida,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S027,101379,florida,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S028,97839,florida,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S029,108445,florida,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S030,101526,florida,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S031,99231,florida,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S032,110298,florida,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S033,103380,florida,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S034,103869,florida,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S035,98187,florida,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S036,100706,florida,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S037,104384,florida,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S038,100162,florida,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S039,101062,florida,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S040,103413,florida,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S041,104085,california,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S042,104209,california,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S043,110330,california,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S044,103674,california,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S045,103596,california,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S046,104960,california,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S047,103503,california,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S048,102272,california,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S049,103425,california,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S050,106401,california,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S051,103036,california,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S052,103218,california,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S053,107731,california,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S054,100629,california,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S055,103489,california,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S056,102948,california,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S057,107285,california,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S058,99457,california,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S059,101184,california,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S060,101859,california,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S061,97909,minnesota,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S062,105222,minnesota,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S063,108820,minnesota,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S064,102371,minnesota,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S065,98965,minnesota,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S066,107334,minnesota,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S067,103057,minnesota,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S068,99894,minnesota,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S069,101759,minnesota,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S070,105411,minnesota,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S071,99773,minnesota,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S072,99860,minnesota,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S073,104986,minnesota,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S074,99580,minnesota,outlets,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S075,99584,minnesota,stores,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S076,102518,minnesota,warehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S077,106187,minnesota,web,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S078,105482,minnesota,wholesale,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S079,96049,minnesota,catalog,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bk52,S080,101114,minnesota,liqwarehouse,US,b3r0,b149,bs5470,b12,csj14,fshon,retailer
bm23,S001,99038,georgia,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S002,95932,georgia,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S003,97916,georgia,outlets,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S004,98985,georgia,stores,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S005,99882,georgia,warehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S006,93700,georgia,web,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S007,101501,georgia,wholesale,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S008,94529,georgia,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S009,105970,georgia,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S010,99276,georgia,outlets,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S011,97866,georgia,stores,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S012,98964,georgia,warehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S013,97474,georgia,web,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S014,106263,georgia,wholesale,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S015,107434,georgia,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S016,95596,georgia,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S017,106390,georgia,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S018,103092,georgia,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S019,105643,georgia,outlets,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S020,100543,georgia,stores,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S021,106180,florida,warehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S022,105403,florida,web,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S023,108533,florida,wholesale,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S024,103734,florida,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S025,99302,florida,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S026,106925,florida,outlets,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S027,106036,florida,stores,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S028,102920,florida,warehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S029,91926,florida,web,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S030,102031,florida,wholesale,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S031,99906,florida,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S032,99149,florida,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S033,106147,florida,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S034,99798,florida,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S035,101207,florida,outlets,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S036,98751,florida,stores,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S037,106464,florida,warehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S038,101132,florida,web,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S039,95744,florida,wholesale,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S040,105107,florida,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S041,100271,california,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S042,98918,california,outlets,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S043,102773,california,stores,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S044,103435,california,warehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S045,105678,california,web,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S046,103944,california,wholesale,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S047,96659,california,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S048,98777,california,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S049,101656,california,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S050,103223,california,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S051,103519,california,outlets,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S052,99777,california,stores,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S053,107642,california,warehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S054,97762,california,web,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S055,102035,california,wholesale,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S056,100436,california,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S057,98960,california,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S058,102640,california,outlets,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S059,108623,california,stores,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S060,97756,california,warehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S061,95991,minnesota,web,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S062,103510,minnesota,wholesale,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S063,102984,minnesota,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S064,99612,minnesota,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S065,101909,minnesota,catalog,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S066,101978,minnesota,liqwarehouse,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
bm23,S067,100251,minnesota,outlets,US,b2c4,b251,ws2515,w14,csj14,fshon,retailer
